2026-08-16 17:25:49,496 Training mappo Stage 2 on cuda...
2026-08-16 17:25:49,717 Loaded checkpoint from results/mappo/stage_1/model.pt
2026-08-16 17:25:52,908 Update: 5/929 | Win Rate: 0.01 | Episodic Return: -29.742 | Step Reward: -0.215
2026-08-16 17:25:55,877 Update: 10/929 | Win Rate: 0.00 | Episodic Return: -32.498 | Step Reward: -0.341
2026-08-16 17:25:58,599 Update: 15/929 | Win Rate: 0.00 | Episodic Return: -32.746 | Step Reward: -0.436
2026-08-16 17:26:01,354 Update: 20/929 | Win Rate: 0.00 | Episodic Return: -30.799 | Step Reward: -0.490
2026-08-16 17:26:04,082 Update: 25/929 | Win Rate: 0.00 | Episodic Return: -31.279 | Step Reward: -0.450
2026-08-16 17:26:06,885 Update: 30/929 | Win Rate: 0.00 | Episodic Return: -31.041 | Step Reward: -0.485
2026-08-16 17:26:09,654 Update: 35/929 | Win Rate: 0.00 | Episodic Return: -32.693 | Step Reward: -0.591
2026-08-16 17:26:12,370 Update: 40/929 | Win Rate: 0.00 | Episodic Return: -32.871 | Step Reward: -0.510
2026-08-16 17:26:15,233 Update: 45/929 | Win Rate: 0.00 | Episodic Return: -32.059 | Step Reward: -0.480
2026-08-16 17:26:17,996 Update: 50/929 | Win Rate: 0.00 | Episodic Return: -32.651 | Step Reward: -0.416
2026-08-16 17:26:20,732 Update: 55/929 | Win Rate: 0.01 | Episodic Return: -30.937 | Step Reward: -0.443
2026-08-16 17:26:23,485 Update: 60/929 | Win Rate: 0.01 | Episodic Return: -33.255 | Step Reward: -0.513
2026-08-16 17:26:26,203 Update: 65/929 | Win Rate: 0.00 | Episodic Return: -32.891 | Step Reward: -0.492
2026-08-16 17:26:28,857 Update: 70/929 | Win Rate: 0.01 | Episodic Return: -30.540 | Step Reward: -0.454
2026-08-16 17:26:31,600 Update: 75/929 | Win Rate: 0.01 | Episodic Return: -31.667 | Step Reward: -0.692
2026-08-16 17:26:34,246 Update: 80/929 | Win Rate: 0.01 | Episodic Return: -31.906 | Step Reward: -0.560
